timestamp,temperature,humidity,gas,ripeness,avg_R,avg_G,avg_B,green_%,yellow_%,brown_%,black_%,image_path,processed_image_path
2025-11-06 19:08:23,26.4,43.0,8.18,0,0,28,0,47.9,0.0,0.0,0.0,raw_2025-11-06_19-08-24.jpg,processed_2025-11-06_19-08-24.png
2025-11-06 19:09:08,26.4,43.1,8.79,48,92,75,21,4.9,70.6,36.9,1.4,raw_2025-11-06_19-09-08.jpg,processed_2025-11-06_19-09-08.png
2025-11-06 19:12:44,26.7,43.4,13.09,0,0,23,0,22.6,0.0,0.0,0.0,raw_2025-11-06_19-12-44.jpg,processed_2025-11-06_19-12-44.png
2025-11-06 19:13:21,26.6,43.4,14.35,55,85,70,22,3.5,74.7,44.1,1.6,raw_2025-11-06_19-13-21.jpg,processed_2025-11-06_19-13-21.png
2025-11-06 19:14:05,26.6,43.6,15.1,58,85,70,22,4.1,77.9,47.6,1.7,raw_2025-11-06_19-14-05.jpg,processed_2025-11-06_19-14-05.png
2025-11-06 19:15:24,26.7,43.7,17.42,61,85,69,23,3.7,76.2,51.6,2.3,raw_2025-11-06_19-15-24.jpg,processed_2025-11-06_19-15-24.png
2025-11-06 19:16:05,26.7,43.8,18.24,56,84,69,22,3.0,70.8,45.8,2.3,raw_2025-11-06_19-16-05.jpg,processed_2025-11-06_19-16-05.png
